Title,Year,Genre,Rating
House on Wheels,"('2020', '2020')",['Reality-TV'],8.1
Real Men,"('2013', '2016')",['Reality-TV'],8.6
Lonely Enough to Love,"('2020', '2020')","['Comedy', ' Romance']",6.5
Entertainer,"('2016', '2016')","['Comedy', ' Drama', ' Romance']",6.7
Time,"('2018', '2018')",['Drama'],7.3
Chip In,"('2020', '2020')","['Comedy', ' Crime', ' Drama']",7.3
Wild Romance,"('2012', '2012')","['Comedy', ' Romance', ' Sport']",7.2
Go Ho's Starry Night,"('2016', '2016')","['Comedy', ' Romance']",7.6
Splendid Politics,"('2015', '2015')","['Drama', ' Romance']",7.7
Kingdom: Legendary War,"('2021', '2021')","['Music', ' Reality-TV']",7.6
Hur Jun,"('1999', '2000')",['Drama'],8.6
Team Galaxy,"('2006', '2008')","['Animation', ' Adventure', ' Comedy']",5.5
Again My Life,"('2022', '2022')",['Action'],-
Children of Nobody,"('2018', '2018')","['Crime', ' Drama', ' Mystery']",7.4
Mystery Queen,"('2017', '2017')","['Comedy', ' Mystery']",7.5
One Sunny Day,"('2014', '2015')",['Romance'],7.6
Hide and Seek,"('2018', '2018')",['Drama'],7.0
Happy and,"('2011', '2011')",['-'],6.5
Temptation of Wife,"('2008', '2009')",['Drama'],7.6
Cinderella's Sister,"('2010', '2010')",['Drama'],6.9
My Lovely Girl,"('2014', '2014')",['Drama'],6.3
The Miracle,"('2016', '2017')","['Short', ' Comedy', ' Drama']",6.5
Kamen Rider Ghost,"('2015', '2016')","['Action', ' Adventure', ' Comedy']",6.4
Five Children,"('2016', '2016')",['Drama'],7.9
"Goodbye, Dear Wife","('2012', '2012')",['Drama'],6.5
Man Who Sets the Table,"('2017', '2018')","['Drama', ' Romance']",6.4
Mother of Mine,"('2019', '2019')",['Drama'],7.6
Second 20s,"('2015', '2015')",['Drama'],7.7
Soldier,"('2012', '2012')","['Drama', ' History']",8.2
Winter Sonata,"('2002', '2002')",['Romance'],8.0
Dear. M,"('2021', '2021')","['Drama', ' Romance']",-
The Great Show,"('2019', '2019')",['Drama'],7.5
Produce 101,"('2016', '2016')","['Music', ' Reality-TV']",7.8
Kung Fu Dino Posse,"('2009', '2011')","['Animation', ' Comedy']",6.0
The Three Musketeers,"('2014', '2014')","['Action', ' Adventure', ' Drama']",7.4
Kamen Rider Kiva,"('2008', '2009')","['Action', ' Adventure', ' Drama']",7.3
Dae Jang-Geum Is Watching,"('2018', '2018')","['Comedy', ' Romance']",8.2
Spiral Zone,"('1987', '1987')","['Animation', ' Action', ' Sci-Fi']",7.7
Little Forest,"('2019', '2019')",['Reality-TV'],7.6
Tazza,"('2008', '2008')","['Action', ' Drama', ' Romance']",7.8
Item,"('2019', '2019')","['Fantasy', ' Mystery']",6.6
Team Bulldog: Off-duty Investigation,"('2020', '2020')","['Action', ' Crime', ' Drama']",7.5
Produce 48,"('2018', '2018')","['Music', ' Reality-TV']",7.9
Blood Palace,"('2013', '2013')","['Drama', ' History', ' Romance']",7.4
Only One Person,"('2021', '2021')","['Drama', ' Romance']",-
On the Way to the Airport,"('2016', '2016')","['Drama', ' Romance']",7.5
Prosecutor Princess,"('2010', '2010')",['Romance'],7.1
Miracle That We Met,"('2018', '2018')",['Drama'],7.8
Secret Campus,"('2006', '2006')","['Drama', ' Mystery', ' Romance']",8.6
Real Men 300,"('2018', '2019')","['Documentary', ' Drama', ' Reality-TV']",-
BTS Gayo,"('2015', '2015')",['Game-Show'],9.3
Summer Scent,"('2003', '2003')",['Romance'],7.1
Argon,"('2017', '2017')",['Drama'],7.4
Kwaegeol Chun-hyang,"('2005', '2005')","['Comedy', ' Drama', ' Romance']",7.6
Modern Farmer,"('2014', '2014')","['Comedy', ' Romance']",7.5
Standby,"('2012', '2012')",['Comedy'],9.3
Miniforce X,"('2019', '2019')",['Animation'],5.1
Save the Last Dance for Me,"('2004', '2005')",['Romance'],8.2
My Runway,"('2016', '2016')","['Comedy', ' Drama', ' Fantasy']",6.4
Jugglers,"('2017', '2018')","['Comedy', ' Romance']",7.2
Successful Story of a Bright Girl,"('2002', '2002')",['Drama'],8.0
Ex-Girlfriend Club,"('2015', '2015')","['Comedy', ' Romance']",6.7
Cloud Bread,"('2010', '2010')","['Animation', ' Comedy', ' Family']",6.9
Hidden Identity,"('2015', '2015')","['Action', ' Thriller']",6.9
Spark,"('2016', '2016')",['Drama'],6.9
Kamen Rider Den-O,"('2007', '2008')","['Action', ' Adventure', ' Comedy']",7.6
Running Man,"('2017', '2019')","['Animation', ' Comedy']",8.0
New Journey to the West,"('2015', '2015')",['Reality-TV'],8.7
"Persevere, Goo Hae-Ra","('2015', '2015')","['Music', ' Romance']",7.2
"Tayo, the Little Bus","('2010', '2019')","['Animation', ' Comedy', ' Family']",5.4
Discovery of Love,"('2014', '2014')","['Comedy', ' Romance']",7.2
Ugly Alert,"('2013', '2013')","['Drama', ' Romance']",8.5
Flower Boy Ramyun Shop,"('2011', '2011')","['Comedy', ' Romance']",7.0
Nonstop,"('2000', '2000')",['Comedy'],8.2
Sweet Revenge 2,"('2018', '2018')",['Mystery'],7.1
Eve's Love,"('2015', '2015')","['Drama', ' Romance']",7.2
Special Affairs Team TEN,"('2011', '2011')","['Crime', ' Drama', ' Thriller']",8.1
Law of the Jungle,"('2011', '2011')",['Reality-TV'],8.3
Special Labor Inspector Jo,"('2019', '2019')","['Comedy', ' Drama']",7.6
Surplus Princess,"('2014', '2014')","['Comedy', ' Drama', ' Fantasy']",6.5
Youn's Stay,"('2021', '2021')",['Reality-TV'],8.9
Legal High,"('2019', '2019')","['Comedy', ' Drama']",7.4
Priest,"('2018', '2018')",['Horror'],7.7
Memory,"('2016', '2016')",['Drama'],8.1
My Daughter Seo Young,"('2012', '2013')","['Family', ' Romance']",8.0
Cain and Abel,"('2009', '2009')","['Action', ' Drama', ' Romance']",7.7
Three Days,"('2014', '2014')","['Action', ' Thriller']",7.2
My Unfamiliar Family,"('2020', '2020')",['Drama'],8.2
"Hong Gil Dong, the Hero","('2008', '2008')","['Action', ' Comedy', ' Drama']",7.5
Giant,"('2010', '2010')","['Action', ' Drama', ' Romance']",8.4
Angel's Revenge,"('2014', '2014')","['Drama', ' Romance']",7.0
Arpo: The Robot for All Kids,"('2012', '2012')",['Animation'],5.5
Bad Papa,"('2018', '2018')","['Drama', ' Family']",7.3
Begin Again,"('2017', '2020')",['Reality-TV'],-
Miss Ripley,"('2011', '2011')","['Crime', ' Romance']",6.5
Money Game,"('2020', '2020')",['Drama'],8.0
YooHoo to the Rescue,"('2019', '2019')",['Family'],6.8
Thank You,"('2007', '2007')",['Drama'],7.8
Valid Love,"('2014', '2015')","['Drama', ' Romance']",7.2
Ms. Perfect,"('2017', '2017')",['Drama'],6.8
Unexpected You,"('2012', '2012')",['Drama'],7.6
Cross,"('2018', '2018')",['Drama'],7.3
Hotelier,"('2001', '2001')",['Romance'],7.5
The Devil,"('2007', '2007')","['Drama', ' Mystery', ' Thriller']",8.2
T-Buster,"('2017', '2017')",['Animation'],-
King Geunchogo,"('2010', '2011')","['Biography', ' Drama', ' History']",7.5
Jeong Do-jeon,"('2014', '2014')","['Biography', ' History']",8.6
Korea's Next Top Model,"('2010', '2010')",['Reality-TV'],-
Awl,"('2015', '2015')",['Drama'],8.0
Late Night Restaurant,"('2015', '2015')",['Drama'],7.9
Coffee Friends,"('2019', '2019')",['Reality-TV'],8.3
Heaven's Promise,"('2016', '2016')",['Drama'],8.0
Justice,"('2019', '2019')","['Crime', ' Drama', ' Mystery']",7.8
Chakhanmanyeojeon,"('2018', '2018')",['Drama'],7.4
Buhwal,"('2005', '2005')","['Crime', ' Drama', ' Mystery']",8.6
Switch: Change the World,"('2018', '2018')",['Drama'],7.4
Fantastic,"('2016', '2016')","['Drama', ' Romance']",7.5
Oh My Geum-Bi,"('2016', '2017')",['Drama'],8.3
Meloholic,"('2017', '2017')","['Drama', ' Mystery', ' Romance']",6.6
Korean Pork Belly Rhapsody,"('2020', '2020')",['Documentary'],8.0
Kamen Rider Agito,"('2001', '2002')","['Action', ' Adventure', ' Drama']",8.1
Magi-Nation,"('2007', '2007')","['Animation', ' Action', ' Adventure']",6.4
Wonderful Days,"('2014', '2014')","['Drama', ' Romance']",7.2
Beautiful Days,"('2001', '2001')",['Romance'],8.0
May Queen,"('2012', '2012')",['Romance'],7.8
Rich Family's Son,"('2018', '2018')",['Drama'],8.0
Secrets and Lies,"('2018', '2018')",['Drama'],6.4
"Sangdoo, Let's Go to School!","('2003', '2003')","['Comedy', ' Drama', ' Romance']",7.9
Vampire Flower,"('2014', '2014')","['Drama', ' Fantasy', ' Romance']",5.4
The Fugitive of Joseon,"('2013', '2013')","['Drama', ' History', ' Thriller']",7.8
The Man Living in Our House,"('2016', '2016')","['Comedy', ' Drama', ' Romance']",6.7
God's Quiz,"('2010', '2010')","['Crime', ' Drama', ' Mystery']",7.4
Shut Up Family,"('2012', '2012')",['Comedy'],8.2
A Thousand Days' Promise,"('2011', '2011')","['Drama', ' Romance']",8.3
Waiting for Love,"('2013', '2013')",['Romance'],7.7
Touch,"('2020', '2020')",['-'],7.0
Pegasus Market,"('2019', '2019')","['Comedy', ' Drama']",8.1
A Day Before Us,"('2018', '2018')","['Animation', ' Short', ' Drama']",7.9
You're Too Much,"('2017', '2017')",['Drama'],7.2
Super Duper Sumos,"('2001', '2003')","['Adventure', ' Animation', ' Action']",3.6
Summer Guys,"('2021', '2021')",['Romance'],7.9
Temptation of an Angel,"('2009', '2009')",['Drama'],7.1
Immortal Yi Soon-shin,"('2004', '2004')","['Action', ' Biography', ' Drama']",8.5
Tree of Heaven,"('2006', '2006')","['Drama', ' Romance']",7.8
"Yeah, That's How It Is","('2016', '2016')",['Drama'],8.5
Hieoro,"('2009', '2009')","['Comedy', ' Drama']",6.7
"What's Wrong, Poong-Sang","('2019', '2019')",['Drama'],6.9
"I Summon You, Gold!","('2013', '2013')","['Comedy', ' Romance']",7.7
Gaewa neukdaeui sigan,"('2007', '2007')",['Thriller'],8.1
The Iron Empress,"('2009', '2009')","['Drama', ' History']",6.7
Brain,"('2011', '2012')","['Drama', ' Romance']",8.2
Mr. Baek,"('2014', '2014')","['Comedy', ' Fantasy', ' Romance']",6.7
Idol Star Athletics Championships,"('2010', '2010')","['Game-Show', ' Sport']",7.9
Andante,"('2017', '2018')","['Comedy', ' Drama', ' Romance']",7.0
Goodbye to Goodbye,"('2018', '2018')","['Drama', ' Romance']",7.8
Treehouse Detectives,"('2018', '2018')","['Animation', ' Short', ' Mystery']",7.5
Different Dreams,"('2019', '2019')",['Drama'],8.0
My Liberation Diary,"('2022', '2022')","['Drama', ' Romance']",-
Juvenile Justice,"('2022', '2022')","['Crime', ' Drama']",-
Bluebird's House,"('2015', '2015')","['Comedy', ' Drama', ' Romance']",7.1
Fluttering Warning,"('2018', '2018')",['Romance'],7.0
Monster Buster Club,"('2008', '2008')","['Animation', ' Action', ' Family']",5.8
Queen of Ambition,"('2013', '2013')","['Drama', ' Romance']",7.9
"I Love You, Don't Cry","('2008', '2009')","['Drama', ' Romance']",-
Radio Star,"('2007', '2007')",['Talk-Show'],8.0
Attic Cat,"('2003', '2003')",['Romance'],7.9
God of Study,"('2010', '2010')","['Comedy', ' Romance']",7.3
Let Me Introduce Her,"('2018', '2018')",['Drama'],7.2
Island,"('2021', '2021')","['Fantasy', ' Mystery']",-
One Well-Raised Daughter,"('2013', '2014')",['Romance'],7.5
Medical Top Team,"('2013', '2013')","['Drama', ' Romance']",7.0
Kamen Rider Wizard,"('2012', '2013')","['Action', ' Adventure', ' Comedy']",6.9
The Great Ambition,"('2002', '2003')",['Drama'],8.0
Heard It Through the Grapevine,"('2015', '2015')","['Comedy', ' Drama', ' Romance']",7.9
My Little Baby,"('2016', '2016')","['Comedy', ' Drama']",6.9
I Picked Up a Star on the Road,"('2018', '2018')","['Drama', ' Romance']",7.0
The Color of a Woman,"('2011', '2012')",['Romance'],5.2
Korean Ghost Stories,"('2008', '2008')",['Horror'],7.2
Hyori's Homestay,"('2017', '2017')",['Reality-TV'],8.6
Perfume,"('2019', '2019')","['Comedy', ' Romance']",7.1
Insectibles,"('2015', '2015')",['Animation'],7.7
Happy Together,"('2001', '2020')","['Comedy', ' Talk-Show']",7.4
I Need Romance 2012,"('2012', '2012')","['Comedy', ' Romance']",7.2
Will It Snow at Christmas?,"('2009', '2010')","['Drama', ' Romance']",7.1
Bad Love,"('2007', '2008')","['Drama', ' Romance']",7.6
The Birth of the Rich,"('2010', '2010')","['Comedy', ' Romance']",6.9
Super Zach,"('2018', '2018')","['Animation', ' Action', ' Adventure']",7.7
Heart Surgeons,"('2018', '2018')",['Drama'],7.6
My Husband Oh Jak-doo,"('2018', '2018')","['Drama', ' Romance']",6.0
Crime Squad,"('2011', '2011')","['Action', ' Crime', ' Drama']",7.2
Kamen Rider Fourze,"('2011', '2012')","['Action', ' Adventure', ' Comedy']",7.7
Cheongdam-dong Alice,"('2012', '2012')","['Comedy', ' Drama', ' Romance']",6.5
You and I,"('1997', '1998')","['Drama', ' Romance']",8.5
The Package,"('2017', '2017')","['Adventure', ' Comedy', ' Drama']",6.9
Monstar,"('2013', '2013')","['Drama', ' Music', ' Romance']",7.0
Your Lady,"('2013', '2013')","['Drama', ' Romance']",-
Oh! My Lady,"('2010', '2010')",['Drama'],6.9
Star's Lover,"('2008', '2009')","['Drama', ' Romance']",6.7
Dae Wang Sejong,"('2008', '2008')","['Drama', ' History']",7.6
Summer Days,"('2008', '2008')","['Comedy', ' Romance']",-
"Take Care of Us, Captain","('2012', '2012')","['Comedy', ' Drama', ' Romance']",7.4
Secret Mother,"('2018', '2018')","['Drama', ' Mystery']",7.8
Operation Proposal,"('2012', '2012')","['Comedy', ' Fantasy', ' Romance']",6.8
Heart to Heart,"('2015', '2015')","['Comedy', ' Romance']",7.4
Strongest Chil Woo,"('2008', '2008')","['Action', ' Drama', ' History']",7.0
All About My Mom,"('2015', '2016')",['Drama'],8.0
Choco Bank,"('2016', '2016')",['Drama'],6.2
The Banker,"('2019', '2019')",['Drama'],7.2
Two Mothers,"('2014', '2014')","['Drama', ' Romance']",7.4
Kamen Rider Blade,"('2004', '2005')","['Action', ' Adventure', ' Drama']",7.8
New Tales of the Gisaeng,"('2011', '2011')","['Drama', ' Romance']",8.0
Big Issue,"('2019', '2019')",['Drama'],7.5
Midas,"('2011', '2011')",['Drama'],7.3
Uncle,"('2021', '2021')","['Comedy', ' Drama']",-
Make a Wish,"('2014', '2015')","['Drama', ' Romance']",-
Jumping Girl,"('2015', '2015')",['Drama'],5.3
7th Grade Civil Servant,"('2013', '2013')","['Action', ' Romance']",5.8
Dating Class,"('2019', '2019')",['Romance'],7.5
Produce X 101,"('2019', '2019')","['Music', ' Reality-TV']",7.1
Boing the Play Ranger,"('2013', '2013')",['Animation'],7.3
Friends,"('2002', '2002')","['Drama', ' Romance']",7.8
Hundred Year Inheritance,"('2013', '2013')","['Drama', ' Romance']",7.8
Your House Helper,"('2018', '2018')",['Drama'],7.1
Eccentric! Chef Moon,"('2020', '2020')","['Comedy', ' Drama', ' Romance']",7.2
Gold Rainbow,"('2013', '2013')","['Drama', ' Romance']",7.7
A Poem a Day,"('2018', '2018')","['Comedy', ' Drama']",7.4
MONSTA X-Ray,"('2017', '2017')",['Reality-TV'],8.5
Teuripeul,"('2009', '2009')",['Drama'],6.2
Equalizer,"('2015', '2015')",['Comedy'],-
Woman with a Suitcase,"('2016', '2016')",['Drama'],7.0
We Are Dating Now,"('2002', '2002')","['Drama', ' Romance']",7.3
Love Cells,"('2014', '2014')","['Comedy', ' Romance']",6.2
Black Dog,"('2019', '2019')",['Drama'],7.9
New Heart,"('2007', '2008')","['Drama', ' Romance']",8.0
Drinking Solo,"('2016', '2016')","['Comedy', ' Romance']",6.3
Our Gap-soon,"('2016', '2017')","['Drama', ' Romance']",6.4
A Thousand Kisses,"('2011', '2012')","['Drama', ' Romance']",7.6
20th Century Boy and Girl,"('2017', '2017')","['Comedy', ' Romance']",7.0
Thirty Nine,"('2022', '2022')","['Romance', ' Drama']",-
"Sangdo, Merchants of Joseon","('2001', '2002')","['Drama', ' History', ' Romance']",8.3
Secret Boutique,"('2019', '2019')",['Drama'],7.1
Nori Roller Coaster Boy,"('2018', '2018')",['Animation'],4.7
Time Traveler Luke,"('2020', '2021')",['Adventure'],7.6
Divorce Lawyer in Love,"('2015', '2015')","['Comedy', ' Romance']",7.4
Manhole: Feel So Good,"('2017', '2017')","['Comedy', ' Drama', ' Fantasy']",6.3
"I Do, I Do","('2012', '2012')","['Comedy', ' Drama']",6.7
Aja aja tayo,"('2018', '2021')","['Game-Show', ' Reality-TV']",-
Edeonui dongjjok,"('2008', '2009')","['Action', ' Drama', ' Romance']",7.3
Growing Season,"('2020', '2021')",['Romance'],7.9
The Queen's Flower,"('2015', '2015')","['Drama', ' Romance']",8.3
JYP's Party People,"('2017', '2017')","['Music', ' Talk-Show']",-
Second to Last Love,"('2016', '2016')","['Drama', ' Romance']",7.1
Mecard,"('2018', '2018')",['Animation'],6.1
Can We Get Married?,"('2012', '2013')","['Comedy', ' Romance']",6.8
Feast of the Gods,"('2012', '2012')",['Drama'],7.5
Idol Room,"('2018', '2018')","['Game-Show', ' Talk-Show']",7.2
The Man Who Can't Get Married,"('2009', '2009')","['Comedy', ' Drama', ' Romance']",7.0
Mary Stayed Out All Night,"('2010', '2010')","['Comedy', ' Drama', ' Music']",6.7
Can You Hear My Heart?,"('2011', '2011')","['Comedy', ' Drama', ' Romance']",7.7
Marry Me Now,"('2018', '2018')",['Romance'],7.8
Mix Master,"('2006', '2006')",['Animation'],8.0
Untouchable,"('2017', '2017')",['Drama'],7.4
12 Years Promise,"('2014', '2014')","['Comedy', ' Drama', ' Romance']",7.4
Avengers Social Club,"('2017', '2017')","['Comedy', ' Drama']",8.1
Mnet Asian Music Awards,"('1999', '1999')",['Music'],6.8
Life Is Beautiful,"('2010', '2010')","['Family', ' Romance']",8.2
Eunjuui Bang,"('2018', '2018')",['Drama'],7.2
Girls Planet 999,"('2021', '2021')","['Reality-TV', ' Music']",7.0
The King and I,"('2007', '2008')","['Drama', ' History']",7.7
My Unfortunate Boyfriend,"('2015', '2015')","['Comedy', ' Romance']",6.2
Dibo the Gift Dragon,"('2006', '2006')",['Animation'],6.1
Local Hero,"('2016', '2016')","['Crime', ' Thriller']",7.3
"Breakup Probation, A Week","('2020', '2020')","['Drama', ' Fantasy', ' Romance']",7.0
Abnormal Summit,"('2014', '2014')","['Game-Show', ' Talk-Show']",7.7
Evasive Inquiry Agency,"('2007', '2007')",['Comedy'],7.9
Ms. Temper & Nam Jung-Gi,"('2016', '2016')",['Drama'],7.4
Marry Him If You Dare,"('2013', '2013')","['Comedy', ' Fantasy', ' Romance']",6.1
Mask Masters,"('2013', '2014')","['Animation', ' Action', ' Adventure']",7.9
Kamen Rider Drive,"('2014', '2015')","['Action', ' Adventure', ' Comedy']",7.6
Maids,"('2014', '2015')","['Drama', ' History', ' Romance']",7.3
My Beloved Sister,"('2006', '2007')",['Drama'],5.2
Return,"('2018', '2018')","['Drama', ' Mystery', ' Thriller']",7.3
How to Buy a Friend,"('2020', '2020')",['Drama'],7.3
Bachelor's Vegetable Store,"('2011', '2012')",['Drama'],7.7
Family Outing,"('2008', '2010')",['Game-Show'],8.7
Shik-gaek,"('2008', '2008')","['Drama', ' Romance']",8.2
Delayed Justice,"('2020', '2020')","['Comedy', ' Drama']",7.3
Stone Age,"('2017', '2017')",['Animation'],5.0
Neighborhood Lawyer Jo Deul-ho,"('2016', '2016')",['Drama'],7.2
Beautiful My Lady,"('1997', '1997')","['Drama', ' Romance']",8.2
Those Who Read the Hearts of Evil,"('2021', '2021')","['Crime', ' Mystery', ' Thriller']",-
Pied Piper,"('2016', '2016')",['Thriller'],7.4
My Beautiful Bride,"('2015', '2015')","['Drama', ' Mystery', ' Romance']",7.3
Punch,"('2003', '2003')",['Drama'],7.7
Thousand Years of Love,"('2003', '2003')",['Romance'],6.0
Twelve Nights,"('2018', '2018')",['Drama'],6.3
Jejoongwon,"('2010', '2010')",['Drama'],8.3
SSIN,"('2016', '2016')",['-'],-
Endless Love,"('2014', '2014')","['Drama', ' Romance']",7.4
Little Girl Detective Park Hae Sol,"('2012', '2012')",['Crime'],7.8
Flames of Desire,"('2010', '2011')","['Comedy', ' Drama']",7.5
The One & Only,"('2011', '2012')","['Drama', ' Romance', ' Thriller']",8.5
My Spring Days,"('2014', '2014')","['Drama', ' Romance']",7.3
Eveui modeun geot,"('2000', '2000')","['Drama', ' Romance']",7.8
Taejo Wang Geon,"('2000', '2002')",['Drama'],8.1
Kamen Rider Hibiki,"('2005', '2006')","['Action', ' Adventure', ' Drama']",7.6
Scandal,"('2013', '2013')",['Drama'],7.4
Spy Myung-wol,"('2011', '2011')","['Comedy', ' Romance']",6.8
Should We Kiss First,"('2018', '2018')","['Drama', ' Romance']",7.2
Glamorous Temptation,"('2015', '2016')","['Drama', ' Romance']",6.7
Love for Ten Generation of Youth,"('2013', '2013')",['Drama'],6.5
Chungil Electronics Miss Lee,"('2019', '2019')",['Drama'],7.3
Podobat keu sanai,"('2006', '2006')",['Romance'],7.7
Power Rangers Dino Force Brave,"('2017', '2017')",['Action'],7.2
Unexpected Business,"('2021', '2021')",['Reality-TV'],8.5
President,"('2010', '2011')",['Drama'],7.1
The Sons of Sol Pharmacy House,"('2009', '2009')","['Drama', ' Romance']",7.8
Legend Heroes,"('2016', '2018')","['Action', ' Adventure', ' Drama']",-
Zack and Quack,"('2012', '2012')","['Animation', ' Adventure', ' Family']",7.2
Trans-Siberian Pathfinders,"('2019', '2019')","['Adventure', ' Comedy', ' Reality-TV']",8.8
Alien Sam,"('2006', '2006')",['Comedy'],-
The Office Blind Date,"('2022', '2022')","['Comedy', ' Romance']",-
Spotlight,"('2008', '2008')",['Drama'],7.2
Witch Amusement,"('2007', '2007')","['Comedy', ' Drama', ' Romance']",6.8
NCT World 2.0,"('2020', '2020')",['Reality-TV'],8.6
Wanted,"('2016', '2016')","['Drama', ' Thriller']",7.0
Gu Am Heo Joon,"('2013', '2013')",['Drama'],7.7
La Dolce Vita,"('2008', '2008')",['Romance'],6.7
Big Man,"('2014', '2014')",['Romance'],7.2
A Place in the Sun,"('2019', '2019')",['Drama'],6.9
Love Naggers,"('2018', '2018')",['Talk-Show'],-
Madame Antoine,"('2016', '2016')","['Comedy', ' Romance']",6.7
One Warm Word,"('2013', '2013')","['Drama', ' Romance']",7.1
The Blade and Petal,"('2013', '2013')","['Drama', ' Romance']",7.1
Super Daddy Yeol,"('2015', '2015')","['Comedy', ' Drama', ' Romance']",7.6
Nang rang 18 seh,"('2004', '2004')","['Comedy', ' Romance']",6.9
The Queen's Classroom,"('2013', '2013')","['Comedy', ' Drama']",7.8
Which Star Are You From,"('2006', '2006')","['Comedy', ' Drama', ' Romance']",6.9
Rosy Lovers,"('2014', '2015')","['Drama', ' Romance']",7.6
Goddess of Marriage,"('2013', '2013')","['Comedy', ' Drama', ' Romance']",7.7
Tamagotchi!,"('2009', '2009')","['Animation', ' Comedy']",8.2
Roommate,"('2014', '2014')",['Reality-TV'],7.2
Traveler,"('2019', '2019')",['Reality-TV'],8.3
Creating Destiny,"('2009', '2010')",['Drama'],6.8
Robber,"('2008', '2008')",['Romance'],6.6
The Best Lover,"('2015', '2016')",['Drama'],7.2
Spy,"('2015', '2015')","['Action', ' Romance', ' Thriller']",6.4
Sharp,"('2003', '2006')",['Drama'],8.4
Band of Brothers,"('2008', '2008')","['Comedy', ' Music', ' Reality-TV']",7.6
Doctor Frost,"('2014', '2015')",['Crime'],7.2
Blazing Team: Masters of Yo Kwon Do,"('2015', '2017')",['Animation'],6.2
Pretty Rhythm Aurora Dream,"('2011', '2011')",['Animation'],7.8
Idol × Warrior: Miracle Tunes!,"('2017', '2017')",['Fantasy'],6.9
Mystery Television,"('2002', '2002')",['Mystery'],8.1
The Airport Diary,"('2012', '2012')",['Animation'],6.8
Radiant Office,"('2017', '2017')","['Comedy', ' Drama', ' Romance']",7.0
"Oh, the Mysterious","('2017', '2018')","['Comedy', ' Drama']",6.4
"Smile, Mom","('2010', '2011')","['Drama', ' Family', ' Romance']",-
Golden Garden,"('2019', '2019')",['Drama'],6.1
First Love,"('1997', '1997')","['Drama', ' Romance']",7.7
Assembly,"('2015', '2015')",['Drama'],6.8
Jeon Woo Chi,"('2012', '2013')","['Action', ' Comedy', ' Fantasy']",6.6
Vampire Prosecutor,"('2011', '2011')","['Fantasy', ' Mystery', ' Thriller']",7.8
Marrying a Millionaire,"('2005', '2006')","['Drama', ' Romance']",8.2
The Duo,"('2011', '2011')","['Action', ' Drama', ' History']",6.2
Lovers in Prague,"('2005', '2006')",['Romance'],7.5
Shining Days,"('2004', '2004')",['Romance'],6.1
Vampire Idol,"('2011', '2012')",['Comedy'],6.6
Ruler of Your Own World,"('2002', '2002')","['Drama', ' Romance']",8.8
After School Club,"('2013', '2013')",['Talk-Show'],7.5
Secrets of Women,"('2016', '2016')",['Drama'],6.9
I'm Sam,"('2007', '2007')",['Comedy'],6.4
Poolhawooseu Teikeu 2,"('2012', '2012')",['Romance'],6.2
More Charming by the Day,"('2010', '2010')","['Comedy', ' Family', ' Romance']",-
Road No. 1,"('2010', '2010')",['War'],8.6
Goong s,"('2007', '2007')","['Comedy', ' Drama', ' Romance']",6.1
Betoben baireoseu,"('2008', '2008')","['Comedy', ' Drama', ' Romance']",7.6
The Cravings,"('2013', '2013')","['Comedy', ' Drama', ' Romance']",7.3
Prison Life of Fools,"('2019', '2019')","['Comedy', ' Game-Show']",-
Basketball,"('2013', '2013')","['Action', ' Drama', ' History']",5.6
The King of Dramas,"('2012', '2013')","['Comedy', ' Drama', ' Romance']",7.8
Royal Family,"('2011', '2011')","['Drama', ' Romance']",7.9
Jessica & Krystal,"('2014', '2014')",['Reality-TV'],8.4
Let's Eat Dinner Together,"('2016', '2016')",['Reality-TV'],7.4
Poseidon,"('2011', '2011')","['Action', ' Drama', ' Romance']",5.6
"It's Alright, Daddy's Daughter","('2010', '2011')",['Romance'],7.2
I Am Legend,"('2010', '2010')","['Drama', ' Music', ' Romance']",6.0
Real GOT7,"('2014', '2014')",['Reality-TV'],7.9
I Can See Your Voice,"('2015', '2015')",['Musical'],6.5
Golden Time,"('2012', '2012')",['Comedy'],8.0
Running Girls,"('2020', '2020')","['Reality-TV', ' Sport']",-
Lunch Box,"('2015', '2015')","['Drama', ' Romance']",7.0
Aillaendeu,"('2004', '2004')",['Drama'],7.5
Vroomiz,"('2012', '2012')","['Animation', ' Adventure', ' Family']",4.7
Pop Out Boy!,"('2020', '2020')","['Comedy', ' Drama', ' Fantasy']",7.3
Lovers,"('2006', '2007')","['Drama', ' Romance']",8.5
Hello! Miss,"('2007', '2007')","['Comedy', ' Romance']",6.1
The Thorn Birds,"('2011', '2011')","['Drama', ' Romance']",7.2
Fix and Foxi,"('1999', '1999')",['Animation'],6.6
Dream,"('2009', '2009')","['Drama', ' Romance']",5.7
Wonderful Life,"('2005', '2005')","['Comedy', ' Romance']",7.2
Golden Pouch,"('2016', '2017')","['Drama', ' Romance']",8.3
Delicious Proposal,"('2001', '2001')",['Drama'],7.0
Stars Falling from the Sky,"('2010', '2010')","['Drama', ' Romance']",7.4
"My Daughter, Geum Sa-wol","('2015', '2015')",['Drama'],8.2
Doctor Detective,"('2019', '2019')",['Drama'],7.1
Joseon Survival,"('2019', '2019')",['Drama'],6.8
Geimui yeowang,"('2006', '2006')",['Drama'],7.3
The Eccentric Daughter-in-Law,"('2015', '2015')","['Comedy', ' Drama']",6.6
To Be World Klass,"('2019', '2019')",['Reality-TV'],-
Cinderella Man,"('2009', '2009')",['Drama'],6.8
